Date	Title
2015-04-16 	S.Korea's Mirae Asset Life Insurance seeks exchange approval for IPO
2015-04-20 	Sony unveils new Xperia phone even as it retrenches in mobile
2015-04-21 	Chipmaker Broadcom's quarterly revenue rises 4 pct
2015-04-21 	Broadcom profit beats as demand rises from smartphone makers
2015-04-27 	Samsung Heavy says no plan to seek merger with Samsung Engineering again
2015-04-28 	Samsung Elec overtook Apple as top smartphone maker in first quarter: Strategy Analytics
2015-04-28 	Samsung Elec says handset average selling price to rise in Q2
2015-04-28 	Samsung Elec says Q1 operating profit down 29.6 pct y/y
2015-04-28 	Corning expects Gorilla Glass sales to remain strong
2015-04-28 	Specialty glass maker Corning's core net sales rise 4.5 pct
2015-04-28 	Panasonic sees fourth year of profit gains on auto electronics growth
2015-04-28 	Samsung Elec overtook Apple as top smartphone maker in Q1-Strategy Analytics
2015-04-29 	Brazil court injunction suspends Uber ride-share service
2015-04-29 	LG Elec Q1 profit down 36.2 pct y/y, misses expectations
2015-04-29 	LG Elec profit misses forecasts as TV business sinks into red
2015-04-30 	Gazprom says Hyundai to build floating LNG terminal in Russia: Interfax
2015-05-04 	The path to a wearable future lies in academia
2015-05-04 	Samsung, Marvel use virtual reality for 'Avenger' movie ads
2015-05-06 	Cheil Industries shares dive on uncertainty about Samsung revamp
2015-05-06 	Samsung Elec says new S.Korea chip plant to start production in H1 2017
2015-05-06 	Samsung Elec says new South Korea chip plant to start production in first half of 2017
2015-05-07 	South Korea April forex bank deposits rise to 8-mth high
2015-05-08 	Ericsson extends patent suits against Apple to Europe
2015-05-14 	South Korea's Samsung Group heir apparent takes key leadership roles
2015-05-14 	Samsung heir takes charge of foundations in succession step
2015-05-18 	US appeals court reverses part of Apple's $930 mln verdict vs Samsung
2015-05-20 	Samsung Elec says halts TV production in Thailand
2015-05-21 	China's ZTE seeks more NBA partnerships to boost U.S. smartphone sales
2015-05-22 	Founder of Facebook's Oculus hit with lawsuit
2015-05-25 	Thailand's Amata nears key approval for $500 mln Vietnam project
2015-05-26 	Foxconn plans 10-12 new Indian facilities by 2020: chairman
2015-05-27 	Avago nears deal for fellow chipmaker Broadcom: sources
2015-06-01 	Companies in cathode ray tube price fixing lawsuit reach $528 million deal
2015-06-01 	Companies in cathode ray tube price fixing lawsuit reach $528 mln deal
2015-06-02 	Samsung Elec sold 6 mln Galaxy S6 devices by end-April: Counterpoint
2015-06-02 	Samsung Elec's Galaxy S6 April sales suggest good start: researcher
2015-06-02 	Samsung Electro-Mechanics says considers spin-off of non-core businesses
2015-06-03 	Samsung Elec says no plans to merge with Samsung SDS
2015-06-03 	Samsung C&T says will boost investor value after takeover opposition
2015-06-03 	Samsung C&T, Cheil shares jump after U.S. fund criticises proposed takeover
2015-06-03 	S.Korea nuclear operator picks Samsung C&T group for $1 bln project
2015-06-04 	CORRECTED-UPDATE 2-US fund Elliott challenges Samsung Group restructure move
2015-06-04 	REFILE-Samsung C&T shares touch near 7-mth high; investor opposes Cheil offer
2015-06-04 	Samsung C&T shares touch near seven-month high; investor opposes Cheil offer
2015-06-05 	ASIA CREDIT CLOSE: Bluestar slips again, as traders await payroll data
2015-06-08 	US fund says seeks injunction to block Cheil Industries takeover of Samsung C&T
2015-06-08 	Cheil Industries shares fall sharply on profit-taking
2015-06-09 	Sony aims for more clients, 20 percent sales growth in image sensors
2015-06-09 	Sony expects image sensor sales to grow around 20 pct this year
2015-06-09 	U.S. fund Elliott seeks injunction to block Samsung's $8 billion asset shake-up
2015-06-10 	Samsung C&T enlists KCC in fight for merger with Cheil Industries
2015-06-10 	Hedge fund, Samsung Group locked in fight over $8 billion merger
2015-06-10 	Hedge fund seeks injunction on Samsung C&T share sale to KCC
2015-06-10 	Samsung C&T shares open lower after sells treasury shares to KCC
2015-06-10 	Samsung C&T says to sell 9 mln treasury shares to KCC Corp
2015-06-10 	Samsung C&T says share sale to KCC defends firm, shareholders
2015-06-10 	Samsung C&T shares extend gains after Cheil's takeover bid challenged
2015-06-11 	Hardball Samsung move sets up chaebol reform test
2015-06-11 	Deadly delay: Long ER waits aggravate South Korea MERS spread
2015-06-12 	MediaTek CEO urges Taiwan to ease cross-strait rules on chip investments
2015-06-14 	Hospital at center of South Korea's MERS suspends services; seven new cases
2015-06-14 	In $8 bln Samsung bid, some Koreans break ranks to side with foreign activist
2015-06-14 	In $8 billion Samsung bid, some Koreans break ranks to side with foreign activist
2015-06-14 	Cheil Industries shares fall on Samsung C&T takeover uncertainty
2015-06-15 	Taiwan's HTC says won't consider merger with Asustek
2015-06-16 	Nokia faces lengthy arbitration over LG patent royalty payments
2015-06-17 	Hedge fund Elliott: Samsung Group must offer fair price for restructuring
2015-06-18 	Sony, Panasonic cling to TVs, betting on halo effect of premium sets
2015-06-18 	Activist investor Elliott set sights on Asia's family-run firms
2015-06-18 	Samsung asks Federal Circuit to further cut Apple's $930 mln patent win
2015-06-18 	Samsung C&T says shareholders to vote on whether to allow non-cash dividends
2015-06-21 	In sensitive Samsung vote, South Korea pension fund may seek outside help
2015-06-21 	In sensitive Samsung vote, S.Korea pension fund may seek outside help
2015-06-22 	BUZZ-Samsung Electronics shares extend gains on bargain-hunting
2015-06-24 	With more MERS cases, South Korea says outbreak at crossroads
2015-06-24 	South Korean M&A quirks hold perils for investors
2015-06-24 	Cheil Inds, Samsung C&T may boost shareholder returns after merger -sources
2015-06-25 	Elliott keeps up criticism of Cheil Industries-Samsung C&T deal
2015-06-25 	Samsung Group firms, in deal battle, may boost shareholder returns: sources
2015-06-29 	REFILE-Cheil Industries says higher shareholder returns after merger with Samsung C&T
2015-06-29 	Cheil Industries: Won't retry for Samsung C&T deal if current offer fails
2015-06-29 	Samsung Electronics plans more Tizen smartphones this year: source
2015-06-30 	Sprint rolls out all-included rate plan
2015-06-30 	REFILE-S.Korea court rejects request to block vote on merger of Samsung Group firms
2015-06-30 	S.Korea court rejects request to block vote on merger of Samsung Group firms
2015-07-01 	Proxy advisor urges Samsung C&T holders to reject $8 billion merger
2015-07-01 	South Korea court ruling keeps $8 billion Samsung merger bid on track
2015-07-03 	US fund Elliott appeals court dismissal of request to block vote on Samsung firms deal
2015-07-03 	Proxy adviser ISS: Samsung C&T investors should reject Cheil M&A offer
2015-07-03 	Samsung Group companies' merger deal runs into fresh opposition
2015-07-03 	Hermes Investment discloses 5 pct stake in Samsung Fine Chemicals
2015-07-05 	U.S. fund Elliott takes stake in Samsung Fire & Marine
2015-07-05 	U.S. fund Elliott takes stake in Samsung C&T shareholder Samsung Fire & Marine
2015-07-06 	Samsung Elec shares open down but rebound after second quarter earnings
2015-07-06 	Samsung Elec shares open down but rebound after Q2 earnings
2015-07-06 	Samsung Elec says second quarter operating profit likely down 4 percent year on year
2015-07-06 	S.Korea court denies Elliott injunction request against Samsung C&T stake sale
2015-07-07 	ASIA CREDIT CLOSE: Chinese stock slump takes toll on HY bonds
2015-07-07 	Elliott buys new stick to beat Samsung
2015-07-07 	Samsung clears hurdle on way to $8 billion shakeup as court rules against U.S. fund
2015-07-07 	S.Korean advisory firm recommends NPS vote against Samsung merger
2015-07-08 	South Korea advisory firm recommends NPS vote against Samsung deal
2015-07-08 	S.Korea pension fund holds 5 pct stake in Samsung's Cheil Industries
2015-07-08 	South Korea pension fund holds 5 percent stake in Samsung's Cheil Industries
2015-07-08 	CORRECTED-Vietnam's index drops 2.06 pct on profit taking
2015-07-10 	S.Korea picks Hotel Shilla JV, Hanwha to operate new Seoul duty-free stores
2015-07-10 	S.Korean pension fund has made decision on Samsung merger vote-Yonhap
2015-07-13 	Samsung-Elliott showdown will shake up South Korea
2015-07-13 	S.Korean won hits 2-yr low before Fed chief's testimony; shares down
2015-07-14 	S.Korea to build LNG bunkering terminals, wants to dominate duel-fuel tanker building
2015-07-14 	China's Micron management could spark chip price war
2015-07-14 	S.Korea pension fund's external panel says didn't review Samsung merger plan
2015-07-15 	S.Korea court rejects Elliott appeals to block Samsung merger
2015-07-15 	ASIA CREDIT CLOSE: Greek vote subdues trade, but new issues perform
2015-07-15 	CORRECTED-ASML sees 2015 sales ahead of last year's 5.86 bln euros
2015-07-16 	U.S. fund files appeal to South Korea court after Samsung merger ruling
2015-07-16 	Intel's cost cuts could give rivals higher ground: analysts
2015-07-16 	U.S. fund files appeal to S.Korea court after Samsung merger ruling
2015-07-16 	Start-up VMK launches production of 'Made in Congo' phones
2015-07-16 	Top EU court puts onus on patent holders in licensing spats
2015-07-16 	"Start-up VMK launches production of ""Made in Congo"" phones"
2015-07-16 	Gemalto shares fall on worries over Apple E-Sim card challenge
2015-07-20 	Olympics-Pyeongchang promises no budget waste
2015-07-20 	On cusp of breakout? Vietnam equities outperform Southeast Asia
2015-07-21 	Huawei's H1 smartphone revenue doubled in China
2015-07-21 	Huawei's H1 smartphone revenue doubled in China -source
2015-07-22 	Samsung clan could call on mobile unit next
2015-07-22 	LG Display to spend $908 million for new plastic OLED plant
2015-07-22 	CORRECTED-UPDATE 1-Huawei Technologies' H1 smartphone revenue more than doubles in China
2015-07-22 	Huawei Technologies' H1 smartphone revenue more than doubles in China
2015-07-23 	S.Korea shares extend losses, won weaker after China PMI data
2015-07-23 	Qualcomm's potential break-up could lead to courtship with Intel
2015-07-23 	Cheil Industries shares rise on plan to buy back own shares
2015-07-23 	Korea Inc spreads the cash as investor pressure builds
2015-07-23 	S.Korea's Cheil Industries to buy back 440 bln won worth of own shares
2015-07-23 	After Samsung M&A scare, S.Korea business lobby wants management safeguards
2015-07-24 	EU clears Nokia's acquisition of Alcatel-Lucent
2015-07-27 	CORRECTED-Samsung C&T shares trade below put-back price in Cheil merger
2015-07-27 	Samsung C&T shares fall on Elliott stake sale possibility
2015-07-27 	Samsung Bioepis plans to complete U.S. listing by second quarter of 2016
2015-07-28 	South Korean won, shares rise as China stocks steady
2015-07-28 	Corning sales miss Street on weak demand for LCD glass
2015-07-29 	Samsung Elec says Q2 Galaxy S6 sales below expectations
2015-07-29 	Seoul shares slip on poor earnings prospects; won down
2015-07-29 	REFILE-UPDATE 1-LG Electronics Q2 profit slumps 60 pct on weak TV, smartphone sales
2015-07-29 	Nokia launches virtual reality camera
2015-07-29 	LG Electronics second-quarter profit slumps 60 percent on weak TV, smartphone sales
2015-07-30 	Apple cannot halt Smartflash patent case, but Samsung can: appeals court
2015-07-30 	Samsung can halt Smartflash patent infringement trial: U.S. appeals court
2015-07-30 	Samsung Elec says second quarter Galaxy S6 sales below expectations
2015-07-30 	Dialog Semi Q2 operating profit beats estimates
2015-07-30 	Foreign firms bid for Saudi Aramco's Fadhili gas project: sources
2015-07-30 	Seoul shares fall to 3-week low; won erases early losses
2015-08-03 	Samsung glamour days over as it fights to save mobile market share
2015-08-05 	Elliott asks Samsung C&T to buy back shares after merger approved
2015-08-06 	Taiwan's HTC says to cut jobs, smartphone models to revive sales
2015-08-07 	S.Korea's KOMIPO buys up to 545,000 T coal for Sept-Oct
2015-08-10 	S.Korea won falls to 3-yr low, shares rise after yuan devaluation
2015-08-13 	Lenovo faces Motorola hangover, cuts 3,200 jobs as sales slide, profit tumbles
2015-08-13 	Samsung Electronics unveils high-end phones in search of sales boost
2015-08-16 	S.Korean won, shares fall after upbeat U.S. economic data
2015-08-17 	Seoul shares inch lower on falls in mid- and small-caps; won flat
2015-08-19 	Samsung Bioepis hires banks for planned Nasdaq IPO -source
2015-08-19 	Samsung Bioepis hires banks for planned Nasdaq IPO: source
2015-08-26 	Apple, Samsung duke it out over $548 mln verdict payment
2015-08-27 	France's Sigfox aims for flotation next year -CEO
2015-08-27 	Samsung asks California court to put Apple case on hold
2015-08-28 	Russia's M.video says online sales jump as rouble drops
2015-09-02 	Huawei takes aim at Apple, Samsung with Mate S phone
2015-09-04 	Philips aims to take healthcare from hospitals into homes
2015-09-04 	Restless nights? Smart devices may help ease you through the twilight hours
